timestamp,date,hour,day_of_week,station,city,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_direction,AQI_category
2024-01-05 21:00,2024-01-05,21,Friday,Central,Bangalore,53.1,81.4,27.5,14.1,1.9,23.6,22.0,75.0,1.1,SW,Moderate
2024-01-05 22:00,2024-01-05,22,Friday,Central,Bangalore,44.8,76.6,21.5,14.5,1.49,40.3,19.5,79.0,2.2,N,Moderate
2024-01-05 23:00,2024-01-05,23,Friday,Central,Bangalore,48.1,76.9,22.2,14.3,0.68,22.5,18.5,87.0,1.7,N,Moderate
2024-01-06 00:00,2024-01-06,0,Saturday,Central,Bangalore,49.5,78.7,20.8,9.1,2.12,34.3,20.3,79.0,0.8,NE,Moderate
2024-01-06 01:00,2024-01-06,1,Saturday,Central,Bangalore,29.3,45.5,12.5,12.8,1.15,24.7,16.8,82.0,15.2,S,Good
2024-01-06 02:00,2024-01-06,2,Saturday,Central,Bangalore,26.1,43.6,13.1,6.0,1.1,41.4,18.9,76.0,0.6,NE,Good
2024-01-06 03:00,2024-01-06,3,Saturday,Central,Bangalore,37.5,58.6,20.0,4.6,0.3,40.8,20.2,79.0,5.7,W,Moderate
2024-01-06 04:00,2024-01-06,4,Saturday,Central,Bangalore,38.7,59.2,19.0,16.2,1.1,52.1,20.5,71.0,1.1,NE,Moderate
2024-01-06 05:00,2024-01-06,5,Saturday,Central,Bangalore,30.0,47.1,14.0,16.4,0.47,35.0,25.8,75.0,0.6,NW,Good
2024-01-06 06:00,2024-01-06,6,Saturday,Central,Bangalore,48.6,70.0,26.9,13.9,1.66,21.6,28.9,67.0,2.7,E,Moderate
2024-01-06 07:00,2024-01-06,7,Saturday,Central,Bangalore,61.0,101.1,32.5,5.3,2.65,20.8,27.7,65.0,2.5,S,Poor
2024-01-06 08:00,2024-01-06,8,Saturday,Central,Bangalore,66.9,108.4,30.3,7.8,0.74,46.1,32.8,57.0,1.2,S,Poor
2024-01-06 09:00,2024-01-06,9,Saturday,Central,Bangalore,58.2,93.2,29.0,5.0,2.72,34.9,33.2,51.0,3.0,SW,Moderate
2024-01-06 10:00,2024-01-06,10,Saturday,Central,Bangalore,45.8,73.9,21.5,12.6,1.6,25.1,33.2,54.0,11.3,S,Moderate
2024-01-06 11:00,2024-01-06,11,Saturday,Central,Bangalore,41.5,68.0,21.7,8.0,1.44,26.3,33.9,48.0,4.3,E,Moderate
2024-01-06 12:00,2024-01-06,12,Saturday,Central,Bangalore,41.1,66.7,19.0,7.4,1.26,73.9,33.9,45.0,1.0,SE,Moderate
2024-01-06 13:00,2024-01-06,13,Saturday,Central,Bangalore,44.5,72.6,23.7,9.0,1.23,15.8,35.1,55.0,1.3,NW,Moderate
2024-01-06 14:00,2024-01-06,14,Saturday,Central,Bangalore,41.9,61.6,23.0,16.7,1.9,67.9,34.6,50.0,1.1,S,Moderate
2024-01-06 15:00,2024-01-06,15,Saturday,Central,Bangalore,39.2,64.8,18.9,14.4,0.47,67.3,32.8,58.0,1.2,S,Moderate
2024-01-06 16:00,2024-01-06,16,Saturday,Central,Bangalore,39.9,63.4,23.0,8.1,0.45,27.2,30.9,56.0,5.0,NE,Moderate
2024-01-06 17:00,2024-01-06,17,Saturday,Central,Bangalore,71.4,112.4,36.5,4.5,2.84,21.5,29.0,59.0,0.7,S,Poor
2024-01-06 18:00,2024-01-06,18,Saturday,Central,Bangalore,71.3,119.4,35.8,6.9,2.86,29.7,23.7,63.0,4.1,SE,Poor
2024-01-06 19:00,2024-01-06,19,Saturday,Central,Bangalore,74.2,125.6,36.0,5.6,1.97,19.4,21.3,64.0,10.1,W,Poor
2024-01-06 20:00,2024-01-06,20,Saturday,Central,Bangalore,61.4,97.6,32.2,6.4,2.41,40.4,19.2,73.0,4.7,S,Poor
2024-01-06 21:00,2024-01-06,21,Saturday,Central,Bangalore,36.8,56.7,17.8,11.7,0.49,47.4,20.0,79.0,9.4,NE,Moderate
2024-01-06 22:00,2024-01-06,22,Saturday,Central,Bangalore,43.8,67.9,21.9,11.4,1.64,38.4,20.6,78.0,3.1,S,Moderate
2024-01-06 23:00,2024-01-06,23,Saturday,Central,Bangalore,40.8,59.7,21.2,8.7,2.02,43.8,18.6,78.0,1.5,SE,Moderate
2024-01-07 00:00,2024-01-07,0,Sunday,Central,Bangalore,42.3,63.9,23.4,12.2,0.47,27.5,18.5,87.0,5.5,NW,Moderate
2024-01-07 01:00,2024-01-07,1,Sunday,Central,Bangalore,32.9,53.0,15.0,17.4,1.28,26.0,18.7,75.0,9.0,NE,Moderate
2024-01-07 02:00,2024-01-07,2,Sunday,Central,Bangalore,31.1,53.2,17.1,16.6,1.58,43.7,19.7,80.0,8.5,W,Moderate
2024-01-07 03:00,2024-01-07,3,Sunday,Central,Bangalore,32.7,53.3,16.2,14.4,1.23,28.6,20.1,76.0,2.4,SW,Moderate
2024-01-07 04:00,2024-01-07,4,Sunday,Central,Bangalore,28.1,45.7,15.3,9.8,1.25,32.4,21.0,73.0,7.4,NW,Good
2024-01-07 05:00,2024-01-07,5,Sunday,Central,Bangalore,34.9,51.6,19.8,17.9,1.36,45.6,24.9,65.0,2.6,S,Moderate
2024-01-07 06:00,2024-01-07,6,Sunday,Central,Bangalore,40.0,60.5,20.1,9.4,1.92,28.8,28.2,62.0,0.8,SW,Moderate
2024-01-07 07:00,2024-01-07,7,Sunday,Central,Bangalore,59.2,89.5,26.9,12.9,1.63,37.8,28.7,58.0,0.9,NW,Moderate
2024-01-07 08:00,2024-01-07,8,Sunday,Central,Bangalore,74.7,123.8,41.7,17.0,1.08,28.1,31.9,61.0,1.8,NE,Poor
2024-01-07 09:00,2024-01-07,9,Sunday,Central,Bangalore,63.3,94.9,30.5,9.9,3.06,38.2,29.0,51.0,2.7,S,Poor
2024-01-07 10:00,2024-01-07,10,Sunday,Central,Bangalore,39.8,62.6,17.7,17.0,1.4,40.8,35.1,50.0,3.9,NW,Moderate
2024-01-07 11:00,2024-01-07,11,Sunday,Central,Bangalore,39.3,67.4,18.5,10.6,1.0,65.9,34.1,48.0,2.0,NW,Moderate
2024-01-07 12:00,2024-01-07,12,Sunday,Central,Bangalore,39.8,62.7,18.9,10.0,1.41,60.7,34.3,51.0,2.8,NW,Moderate
2024-01-07 13:00,2024-01-07,13,Sunday,Central,Bangalore,35.4,59.9,15.2,17.0,0.64,31.5,33.7,47.0,5.1,NE,Moderate
2024-01-07 14:00,2024-01-07,14,Sunday,Central,Bangalore,32.7,49.2,18.3,4.2,0.42,29.8,32.1,59.0,2.3,NW,Moderate
2024-01-07 15:00,2024-01-07,15,Sunday,Central,Bangalore,38.4,62.2,20.6,8.8,1.22,78.3,30.5,57.0,1.4,SE,Moderate
2024-01-07 16:00,2024-01-07,16,Sunday,Central,Bangalore,41.0,66.7,21.9,15.6,0.92,42.9,30.5,57.0,7.4,N,Moderate
2024-01-07 17:00,2024-01-07,17,Sunday,Central,Bangalore,60.9,93.1,33.5,9.8,2.52,29.1,29.4,55.0,0.9,W,Poor
2024-01-07 18:00,2024-01-07,18,Sunday,Central,Bangalore,59.5,96.2,31.8,9.9,3.17,35.4,25.5,72.0,5.5,SW,Moderate
2024-01-07 19:00,2024-01-07,19,Sunday,Central,Bangalore,60.4,85.5,29.3,14.1,3.06,39.3,25.4,66.0,4.1,SE,Poor
2024-01-07 20:00,2024-01-07,20,Sunday,Central,Bangalore,64.0,93.5,30.2,7.9,0.69,24.2,21.0,68.0,0.9,W,Poor
2024-01-07 21:00,2024-01-07,21,Sunday,Central,Bangalore,43.1,69.3,22.7,13.3,0.93,32.9,21.0,80.0,1.6,W,Moderate
2024-01-07 22:00,2024-01-07,22,Sunday,Central,Bangalore,45.9,69.5,21.5,12.2,1.74,43.7,14.4,82.0,2.2,S,Moderate
2024-01-07 23:00,2024-01-07,23,Sunday,Central,Bangalore,40.8,56.6,18.2,13.7,0.78,39.5,17.4,83.0,0.8,NE,Moderate
2024-01-08 00:00,2024-01-08,0,Monday,Central,Bangalore,52.1,88.2,26.0,15.8,1.18,52.7,15.8,79.0,1.4,W,Moderate
2024-01-08 01:00,2024-01-08,1,Monday,Central,Bangalore,47.0,71.4,22.6,11.8,0.47,24.5,16.6,77.0,2.2,SW,Moderate
2024-01-08 02:00,2024-01-08,2,Monday,Central,Bangalore,37.0,62.4,16.6,10.2,1.54,45.9,19.3,76.0,7.3,SW,Moderate
2024-01-08 03:00,2024-01-08,3,Monday,Central,Bangalore,41.2,62.2,22.8,6.2,0.57,37.4,19.5,75.0,1.1,S,Moderate
2024-01-08 04:00,2024-01-08,4,Monday,Central,Bangalore,27.8,45.7,12.6,4.5,1.12,29.3,23.5,79.0,3.5,W,Good
2024-01-08 05:00,2024-01-08,5,Monday,Central,Bangalore,39.2,62.7,18.0,17.2,0.41,24.3,22.9,74.0,8.3,W,Moderate
2024-01-08 06:00,2024-01-08,6,Monday,Central,Bangalore,58.2,91.1,27.3,13.0,1.67,18.9,24.9,62.0,1.3,NE,Moderate
2024-01-08 07:00,2024-01-08,7,Monday,Central,Bangalore,46.0,72.5,22.0,10.3,2.69,24.5,28.1,59.0,1.0,SW,Moderate
2024-01-08 08:00,2024-01-08,8,Monday,Central,Bangalore,78.8,131.3,37.1,13.3,1.74,32.5,28.6,57.0,3.5,NE,Poor
2024-01-08 09:00,2024-01-08,9,Monday,Central,Bangalore,84.4,131.9,40.4,13.1,2.71,52.2,32.1,51.0,6.1,SE,Poor
2024-01-08 10:00,2024-01-08,10,Monday,Central,Bangalore,44.5,64.0,23.2,10.5,0.77,21.6,30.1,52.0,5.2,N,Moderate
2024-01-08 11:00,2024-01-08,11,Monday,Central,Bangalore,40.4,58.0,17.7,17.5,0.96,45.9,32.5,47.0,1.6,N,Moderate
2024-01-08 12:00,2024-01-08,12,Monday,Central,Bangalore,48.3,70.1,23.8,16.4,1.22,42.2,33.3,46.0,1.2,NW,Moderate
2024-01-08 13:00,2024-01-08,13,Monday,Central,Bangalore,42.1,65.7,22.3,13.1,1.77,38.7,33.6,49.0,1.6,S,Moderate
2024-01-08 14:00,2024-01-08,14,Monday,Central,Bangalore,54.1,89.4,28.1,13.8,1.39,20.1,35.5,53.0,3.8,SW,Moderate
2024-01-08 15:00,2024-01-08,15,Monday,Central,Bangalore,51.4,79.7,27.4,6.7,1.17,68.3,32.4,46.0,4.8,SE,Moderate
2024-01-08 16:00,2024-01-08,16,Monday,Central,Bangalore,49.8,78.8,24.6,9.7,1.9,36.5,26.5,57.0,2.0,SE,Moderate
2024-01-08 17:00,2024-01-08,17,Monday,Central,Bangalore,72.6,111.5,37.6,5.5,1.9,38.9,27.6,59.0,1.8,SW,Poor
2024-01-08 18:00,2024-01-08,18,Monday,Central,Bangalore,87.5,132.5,43.5,10.4,1.85,24.9,23.6,56.0,1.3,SE,Poor
2024-01-08 19:00,2024-01-08,19,Monday,Central,Bangalore,79.6,134.2,38.6,12.0,2.28,41.7,23.6,69.0,5.0,E,Poor
2024-01-08 20:00,2024-01-08,20,Monday,Central,Bangalore,76.9,114.2,37.7,5.7,0.58,32.6,23.4,70.0,1.2,S,Poor
2024-01-08 21:00,2024-01-08,21,Monday,Central,Bangalore,45.1,73.8,21.1,11.3,1.57,30.9,22.1,80.0,4.2,W,Moderate
2024-01-08 22:00,2024-01-08,22,Monday,Central,Bangalore,51.7,79.0,25.2,8.7,1.78,30.0,18.1,84.0,1.1,NW,Moderate
2024-01-08 23:00,2024-01-08,23,Monday,Central,Bangalore,51.8,84.9,24.7,6.6,1.45,45.3,20.1,79.0,2.6,NE,Moderate
2024-01-09 00:00,2024-01-09,0,Tuesday,Central,Bangalore,48.4,77.7,21.6,13.1,1.22,22.6,19.2,77.0,0.9,NE,Moderate
2024-01-09 01:00,2024-01-09,1,Tuesday,Central,Bangalore,30.9,50.9,17.5,7.8,1.38,37.8,16.6,86.0,6.9,W,Moderate
2024-01-09 02:00,2024-01-09,2,Tuesday,Central,Bangalore,38.7,61.8,19.9,10.6,1.35,45.2,21.4,78.0,3.0,NW,Moderate
2024-01-09 03:00,2024-01-09,3,Tuesday,Central,Bangalore,25.8,44.6,11.7,7.0,0.44,51.1,20.3,69.0,4.1,SE,Good
2024-01-09 04:00,2024-01-09,4,Tuesday,Central,Bangalore,39.4,60.8,20.5,7.9,0.87,42.5,22.7,70.0,0.9,E,Moderate
2024-01-09 05:00,2024-01-09,5,Tuesday,Central,Bangalore,33.2,50.7,16.3,8.4,0.97,39.5,24.4,66.0,5.2,W,Moderate
2024-01-09 06:00,2024-01-09,6,Tuesday,Central,Bangalore,52.2,81.4,24.1,8.4,0.54,48.9,26.8,61.0,3.8,N,Moderate
2024-01-09 07:00,2024-01-09,7,Tuesday,Central,Bangalore,67.9,113.9,32.0,9.4,2.59,44.2,27.2,63.0,2.3,NE,Poor
2024-01-09 08:00,2024-01-09,8,Tuesday,Central,Bangalore,62.6,97.8,33.2,9.4,2.04,51.2,29.4,63.0,1.2,N,Poor
2024-01-09 09:00,2024-01-09,9,Tuesday,Central,Bangalore,83.1,120.9,46.7,16.0,2.48,47.7,30.9,53.0,2.5,S,Poor
2024-01-09 10:00,2024-01-09,10,Tuesday,Central,Bangalore,42.8,68.6,21.9,5.9,1.26,30.7,32.8,52.0,1.5,SE,Moderate
2024-01-09 11:00,2024-01-09,11,Tuesday,Central,Bangalore,45.8,75.5,22.6,6.6,0.62,74.7,32.9,49.0,3.9,NE,Moderate
2024-01-09 12:00,2024-01-09,12,Tuesday,Central,Bangalore,51.4,77.0,23.0,14.8,1.88,49.7,35.7,45.0,9.3,S,Moderate
2024-01-09 13:00,2024-01-09,13,Tuesday,Central,Bangalore,51.9,79.8,25.7,4.9,1.93,55.0,35.4,50.0,3.7,NE,Moderate
2024-01-09 14:00,2024-01-09,14,Tuesday,Central,Bangalore,47.1,72.3,23.8,15.7,0.71,41.5,33.1,58.0,1.5,W,Moderate
2024-01-09 15:00,2024-01-09,15,Tuesday,Central,Bangalore,52.8,82.9,28.1,11.8,0.89,66.2,33.0,58.0,3.8,SE,Moderate
2024-01-09 16:00,2024-01-09,16,Tuesday,Central,Bangalore,43.4,69.6,22.0,5.6,1.75,35.1,30.7,61.0,3.9,N,Moderate
2024-01-09 17:00,2024-01-09,17,Tuesday,Central,Bangalore,69.7,107.5,36.8,5.8,1.26,34.0,29.5,60.0,7.7,SW,Poor
2024-01-09 18:00,2024-01-09,18,Tuesday,Central,Bangalore,66.1,104.8,33.9,7.1,2.88,30.7,28.2,66.0,0.5,NW,Poor
2024-01-09 19:00,2024-01-09,19,Tuesday,Central,Bangalore,85.7,133.6,45.6,8.3,2.03,52.5,24.5,71.0,1.0,S,Poor
2024-01-09 20:00,2024-01-09,20,Tuesday,Central,Bangalore,85.5,144.7,40.0,5.8,2.9,33.5,21.4,75.0,1.2,SW,Poor
2024-01-09 21:00,2024-01-09,21,Tuesday,Central,Bangalore,52.6,78.9,30.6,17.6,0.43,26.0,21.9,76.0,0.6,SE,Moderate
2024-01-09 22:00,2024-01-09,22,Tuesday,Central,Bangalore,60.1,93.1,31.0,8.3,1.31,44.1,19.8,79.0,3.7,NE,Poor
2024-01-09 23:00,2024-01-09,23,Tuesday,Central,Bangalore,45.1,68.7,22.6,10.8,1.16,29.1,17.2,72.0,4.0,SE,Moderate
2024-01-10 00:00,2024-01-10,0,Wednesday,Central,Bangalore,53.4,84.5,28.8,4.2,2.1,38.7,14.1,78.0,1.6,N,Moderate
2024-01-10 01:00,2024-01-10,1,Wednesday,Central,Bangalore,33.5,49.9,15.9,5.8,1.31,43.0,17.2,80.0,3.6,N,Moderate
2024-01-10 02:00,2024-01-10,2,Wednesday,Central,Bangalore,44.8,73.7,24.1,4.6,0.69,29.7,19.9,80.0,3.2,SE,Moderate
2024-01-10 03:00,2024-01-10,3,Wednesday,Central,Bangalore,35.8,55.6,17.6,8.5,0.54,44.8,22.4,76.0,3.0,SW,Moderate
2024-01-10 04:00,2024-01-10,4,Wednesday,Central,Bangalore,36.8,60.0,18.8,15.8,0.84,26.8,21.2,73.0,1.1,N,Moderate
2024-01-10 05:00,2024-01-10,5,Wednesday,Central,Bangalore,39.7,62.0,20.3,16.5,1.39,38.4,25.9,66.0,0.6,SE,Moderate
2024-01-10 06:00,2024-01-10,6,Wednesday,Central,Bangalore,51.4,81.3,24.0,4.8,1.46,46.2,25.6,70.0,1.3,SW,Moderate
2024-01-10 07:00,2024-01-10,7,Wednesday,Central,Bangalore,51.8,77.0,26.3,17.2,1.42,38.5,28.0,60.0,2.9,SE,Moderate
2024-01-10 08:00,2024-01-10,8,Wednesday,Central,Bangalore,77.0,121.6,39.1,8.8,1.85,26.1,29.3,56.0,0.7,S,Poor
2024-01-10 09:00,2024-01-10,9,Wednesday,Central,Bangalore,71.0,107.5,33.9,16.6,2.43,26.8,32.8,61.0,1.4,SW,Poor
2024-01-10 10:00,2024-01-10,10,Wednesday,Central,Bangalore,54.8,92.6,26.8,14.3,1.44,45.1,34.6,50.0,1.4,NE,Moderate
2024-01-10 11:00,2024-01-10,11,Wednesday,Central,Bangalore,48.1,71.1,24.6,13.9,1.15,42.1,34.1,52.0,3.4,SE,Moderate
2024-01-10 12:00,2024-01-10,12,Wednesday,Central,Bangalore,43.1,68.8,23.8,14.3,1.83,27.9,33.9,50.0,0.8,NE,Moderate
2024-01-10 13:00,2024-01-10,13,Wednesday,Central,Bangalore,43.1,74.9,23.9,13.1,1.21,70.3,37.7,45.0,0.6,SW,Moderate
2024-01-10 14:00,2024-01-10,14,Wednesday,Central,Bangalore,53.0,82.8,27.2,6.2,0.53,77.9,34.6,59.0,6.4,NW,Moderate
2024-01-10 15:00,2024-01-10,15,Wednesday,Central,Bangalore,41.3,63.5,21.1,15.4,0.48,42.6,30.8,54.0,0.7,NW,Moderate
2024-01-10 16:00,2024-01-10,16,Wednesday,Central,Bangalore,46.1,74.2,20.1,8.2,1.1,44.3,30.3,57.0,2.5,N,Moderate
2024-01-10 17:00,2024-01-10,17,Wednesday,Central,Bangalore,68.5,104.1,42.1,4.2,0.68,53.0,29.0,61.0,2.3,SW,Poor
2024-01-10 18:00,2024-01-10,18,Wednesday,Central,Bangalore,64.6,99.2,32.6,7.5,1.39,41.5,26.3,66.0,3.1,SE,Poor
2024-01-10 19:00,2024-01-10,19,Wednesday,Central,Bangalore,56.5,87.1,28.9,17.1,2.74,36.3,26.5,72.0,3.8,NE,Moderate
2024-01-10 20:00,2024-01-10,20,Wednesday,Central,Bangalore,78.3,127.5,41.4,5.3,1.84,20.5,23.7,79.0,1.9,E,Poor
2024-01-10 21:00,2024-01-10,21,Wednesday,Central,Bangalore,49.4,74.5,25.8,14.9,1.75,51.2,21.2,72.0,1.5,NW,Moderate
2024-01-10 22:00,2024-01-10,22,Wednesday,Central,Bangalore,54.2,82.1,26.6,11.7,0.81,50.4,21.2,74.0,2.4,W,Moderate
2024-01-10 23:00,2024-01-10,23,Wednesday,Central,Bangalore,47.6,74.7,23.3,8.4,0.41,35.4,16.6,85.0,1.2,N,Moderate
2024-01-11 00:00,2024-01-11,0,Thursday,Central,Bangalore,55.1,78.9,27.9,9.8,0.59,25.9,18.1,84.0,3.4,W,Moderate
2024-01-11 01:00,2024-01-11,1,Thursday,Central,Bangalore,34.1,53.4,16.1,10.6,0.8,40.5,15.9,84.0,19.5,NW,Moderate
2024-01-11 02:00,2024-01-11,2,Thursday,Central,Bangalore,33.7,50.7,18.5,17.4,1.41,46.9,20.4,75.0,4.6,S,Moderate
2024-01-11 03:00,2024-01-11,3,Thursday,Central,Bangalore,40.6,59.9,23.2,17.4,1.15,30.6,20.7,72.0,1.1,E,Moderate
2024-01-11 04:00,2024-01-11,4,Thursday,Central,Bangalore,32.1,54.7,14.7,5.8,0.42,25.6,23.6,71.0,2.7,NE,Moderate
2024-01-11 05:00,2024-01-11,5,Thursday,Central,Bangalore,35.0,54.1,14.8,8.3,0.86,28.4,24.3,74.0,0.9,SE,Moderate
2024-01-11 06:00,2024-01-11,6,Thursday,Central,Bangalore,57.0,97.3,28.0,17.7,1.27,33.2,25.2,66.0,0.9,SE,Moderate
2024-01-11 07:00,2024-01-11,7,Thursday,Central,Bangalore,71.3,108.4,36.3,10.9,2.62,50.5,26.4,62.0,3.8,E,Poor
2024-01-11 08:00,2024-01-11,8,Thursday,Central,Bangalore,62.3,110.6,32.8,9.4,2.59,35.6,26.7,57.0,0.8,W,Poor
2024-01-11 09:00,2024-01-11,9,Thursday,Central,Bangalore,75.7,115.2,42.6,13.9,2.15,45.1,33.3,49.0,3.0,SE,Poor
2024-01-11 10:00,2024-01-11,10,Thursday,Central,Bangalore,45.9,77.1,24.6,16.5,1.81,32.9,33.3,49.0,4.9,N,Moderate
2024-01-11 11:00,2024-01-11,11,Thursday,Central,Bangalore,51.1,88.3,27.6,14.9,1.43,70.6,34.2,54.0,2.4,SE,Moderate
2024-01-11 12:00,2024-01-11,12,Thursday,Central,Bangalore,48.6,78.7,25.0,15.4,0.55,78.8,35.3,57.0,3.7,SE,Moderate
2024-01-11 13:00,2024-01-11,13,Thursday,Central,Bangalore,48.3,73.4,26.8,6.8,0.55,28.4,31.7,56.0,5.6,N,Moderate
2024-01-11 14:00,2024-01-11,14,Thursday,Central,Bangalore,30.8,47.8,17.8,9.1,0.7,39.4,33.7,58.0,1.5,SE,Moderate
2024-01-11 15:00,2024-01-11,15,Thursday,Central,Bangalore,38.8,64.1,19.0,4.9,0.9,47.6,31.5,58.0,2.6,W,Moderate
2024-01-11 16:00,2024-01-11,16,Thursday,Central,Bangalore,44.8,77.3,21.5,7.8,1.37,46.7,27.6,55.0,7.5,SE,Moderate
2024-01-11 17:00,2024-01-11,17,Thursday,Central,Bangalore,73.9,114.3,38.9,5.2,2.61,48.5,27.4,65.0,0.6,SE,Poor
2024-01-11 18:00,2024-01-11,18,Thursday,Central,Bangalore,69.8,107.6,34.2,7.5,2.89,38.4,25.6,71.0,0.5,E,Poor
2024-01-11 19:00,2024-01-11,19,Thursday,Central,Bangalore,55.8,84.3,27.3,17.8,2.11,36.8,23.9,63.0,2.0,S,Moderate
2024-01-11 20:00,2024-01-11,20,Thursday,Central,Bangalore,96.1,155.2,46.3,5.1,1.73,26.2,21.5,73.0,3.9,E,Poor
2024-01-11 21:00,2024-01-11,21,Thursday,Central,Bangalore,62.8,92.8,33.5,8.9,1.24,35.7,21.2,72.0,12.5,SE,Poor
2024-01-11 22:00,2024-01-11,22,Thursday,Central,Bangalore,47.0,78.8,24.3,16.2,1.73,25.3,19.4,81.0,4.2,SE,Moderate
2024-01-11 23:00,2024-01-11,23,Thursday,Central,Bangalore,60.5,90.0,30.3,14.4,0.6,45.6,19.0,84.0,0.8,S,Poor
2024-01-12 00:00,2024-01-12,0,Friday,Central,Bangalore,52.3,89.5,29.4,13.6,1.6,43.4,17.1,79.0,2.6,E,Moderate
2024-01-12 01:00,2024-01-12,1,Friday,Central,Bangalore,39.5,67.5,18.2,9.5,0.76,48.0,18.0,80.0,0.7,N,Moderate
2024-01-12 02:00,2024-01-12,2,Friday,Central,Bangalore,30.4,48.4,14.3,11.4,0.33,35.8,20.7,84.0,0.6,N,Moderate
2024-01-12 03:00,2024-01-12,3,Friday,Central,Bangalore,31.6,52.3,15.1,6.9,1.17,47.3,17.0,76.0,10.1,NE,Moderate
2024-01-12 04:00,2024-01-12,4,Friday,Central,Bangalore,38.2,63.2,19.1,16.0,0.89,24.3,20.5,69.0,0.5,E,Moderate
2024-01-12 05:00,2024-01-12,5,Friday,Central,Bangalore,30.4,51.5,17.4,5.5,1.46,46.2,21.0,69.0,5.1,W,Moderate
2024-01-12 06:00,2024-01-12,6,Friday,Central,Bangalore,46.7,69.1,25.2,6.5,1.78,20.3,26.4,61.0,6.7,NE,Moderate
2024-01-12 07:00,2024-01-12,7,Friday,Central,Bangalore,68.7,103.1,33.6,11.1,1.91,31.6,25.7,58.0,0.9,W,Poor
2024-01-12 08:00,2024-01-12,8,Friday,Central,Bangalore,71.7,110.7,33.6,5.7,1.46,47.5,30.9,55.0,1.3,SW,Poor
2024-01-12 09:00,2024-01-12,9,Friday,Central,Bangalore,63.6,97.0,31.5,9.8,1.11,46.3,33.4,57.0,2.7,SE,Poor
2024-01-12 10:00,2024-01-12,10,Friday,Central,Bangalore,47.7,76.4,23.9,4.6,1.18,26.5,33.1,52.0,1.4,N,Moderate
2024-01-12 11:00,2024-01-12,11,Friday,Central,Bangalore,35.0,54.4,18.4,9.4,1.12,18.4,31.9,51.0,1.9,S,Moderate
2024-01-12 12:00,2024-01-12,12,Friday,Central,Bangalore,56.5,84.4,29.1,13.0,0.71,53.0,36.4,41.0,1.8,NE,Moderate
2024-01-12 13:00,2024-01-12,13,Friday,Central,Bangalore,39.5,67.2,21.5,4.4,1.83,67.2,34.2,51.0,1.5,S,Moderate
2024-01-12 14:00,2024-01-12,14,Friday,Central,Bangalore,47.8,84.6,27.2,6.5,1.48,49.8,33.0,58.0,1.0,NW,Moderate
2024-01-12 15:00,2024-01-12,15,Friday,Central,Bangalore,40.1,65.1,22.4,7.6,1.46,36.1,30.5,58.0,4.1,SE,Moderate
2024-01-12 16:00,2024-01-12,16,Friday,Central,Bangalore,63.7,108.4,31.5,11.7,0.88,47.1,32.1,61.0,0.9,SW,Poor
2024-01-12 17:00,2024-01-12,17,Friday,Central,Bangalore,84.4,133.3,39.2,4.5,1.2,34.4,28.0,58.0,1.3,S,Poor
2024-01-12 18:00,2024-01-12,18,Friday,Central,Bangalore,83.5,125.5,42.7,11.3,0.87,44.6,26.7,64.0,1.4,E,Poor
2024-01-12 19:00,2024-01-12,19,Friday,Central,Bangalore,64.5,101.2,32.2,9.8,0.75,34.1,25.7,70.0,1.4,NW,Poor
2024-01-12 20:00,2024-01-12,20,Friday,Central,Bangalore,76.7,126.5,37.6,5.4,0.73,42.9,19.9,69.0,2.6,NE,Poor
2024-01-12 21:00,2024-01-12,21,Friday,Central,Bangalore,47.9,70.7,26.2,15.8,0.8,31.1,20.6,79.0,0.5,NE,Moderate
2024-01-12 22:00,2024-01-12,22,Friday,Central,Bangalore,55.9,91.1,30.3,7.0,1.44,42.7,17.7,78.0,5.8,NW,Moderate
2024-01-12 23:00,2024-01-12,23,Friday,Central,Bangalore,43.6,70.9,21.0,16.9,1.67,24.2,18.4,76.0,2.5,E,Moderate
2024-01-13 00:00,2024-01-13,0,Saturday,Central,Bangalore,41.9,64.7,21.9,12.3,1.94,50.8,18.0,83.0,0.7,SW,Moderate
2024-01-13 01:00,2024-01-13,1,Saturday,Central,Bangalore,23.7,35.0,12.6,8.0,0.28,37.8,17.2,85.0,1.4,N,Good
2024-01-13 02:00,2024-01-13,2,Saturday,Central,Bangalore,26.1,38.5,12.1,16.8,1.49,46.5,20.5,73.0,1.9,SE,Good
2024-01-13 03:00,2024-01-13,3,Saturday,Central,Bangalore,37.3,59.1,19.1,8.7,0.8,42.5,18.9,81.0,3.7,N,Moderate
2024-01-13 04:00,2024-01-13,4,Saturday,Central,Bangalore,26.2,43.8,12.3,17.8,1.22,28.5,22.8,70.0,3.1,NE,Good
2024-01-13 05:00,2024-01-13,5,Saturday,Central,Bangalore,32.4,54.6,15.5,16.5,0.64,35.4,26.2,70.0,5.0,NE,Moderate
2024-01-13 06:00,2024-01-13,6,Saturday,Central,Bangalore,42.9,66.3,22.0,12.5,0.99,46.7,26.1,66.0,2.7,W,Moderate
2024-01-13 07:00,2024-01-13,7,Saturday,Central,Bangalore,53.4,80.4,24.9,17.7,1.2,38.5,30.8,66.0,3.0,SE,Moderate
2024-01-13 08:00,2024-01-13,8,Saturday,Central,Bangalore,59.0,92.6,37.7,15.5,2.5,21.0,29.6,55.0,0.7,NE,Moderate
